city,lng,lat
Ciudad Cuauhtémoc,-97.8325,22.1842
Grover Beach,-120.6199,35.1204
Brierfield,-2.235,53.824
Chatteris,0.055,52.456
Princeton Meadows,-74.5628,40.3332
Ifield,-0.2073,51.1234
Buckhurst Hill,0.036,51.632
Nuevo Ideal,-105.0728,24.8875
Faya,19.1031,17.93
Eaton Socon,-0.29,52.22
Negotino,22.0892,41.4839
Waimalu,-157.9345,21.3913
Horsell,-0.5617,51.3286
Whitchurch,-2.682,52.969
Platón Sánchez,-98.3667,21.2833
Edgewater,-73.974,40.8237
Corinda,153.1,-27.4833
Stocksbridge,-1.588,53.478
Gladeview,-80.2368,25.8395
Kilsyth,-4.06,55.98
Villa de Etla,-96.7989,17.2062
Drochia,27.8126,48.0308
Tlacotalpan,-95.6667,18.6167
Delémont,7.3472,47.3653
Männedorf,8.6917,47.2553
Nieuw Nickerie,-56.9731,5.9261
Barnoldswick,-2.1895,53.9147
Tixkokob,-89.3936,21.0022
Magugpo Poblacion,125.8017,7.3821
Acanceh,-89.4524,20.8133
La Grange Park,-87.8723,41.8308
Goldenrod,-81.2916,28.6114
Shorewood,-87.8864,43.0914
Flixton,-2.391,53.447
Bocas del Toro,-82.25,9.3333
Ormož,16.1505,46.4071
Tetela del Volcán,-98.7297,18.8931
Steinbach am Taunus,8.5719,50.1678
Ardmore,-75.2947,40.0033
Handsworth,-1.4,53.37
Coatesville,-75.8199,39.9849
Kibuye,29.3481,-2.0594
Pajacuarán,-102.5667,20.1178
Hellesdon,1.2509,52.6485
Shepton Mallet,-2.546,51.193
Menongue,17.7,-14.6666
Mariental,17.9667,-24.6333
La Huacana,-101.8069,18.9625
Inverurie,-2.38,57.28
Steinkjer,11.4942,64.0147
Stone Ridge,-77.5553,38.9295
Novo Airão,-60.9438,-2.6208
Río Grande,-65.8388,18.3789
New Carrollton,-76.8773,38.9654
San Ignacio Cohuirimpo,-109.4167,27.05
Valga,26.0311,57.7769
Ialoveni,28.7778,46.9431
Ridgefield Park,-74.0201,40.8543
Manatí,-66.4823,18.4283
Obo,26.5,5.4
Daru,143.2,-9.0833
Lamphun,99.0072,18.5803
Cuatro Ciénegas de Carranza,-102.0664,26.9861
Ziniaré,-1.293,12.577
Key Biscayne,-80.1653,25.6908
Federal Heights,-105.0154,39.8651
Cornelius,-123.0514,45.519
Tacotalpa,-92.8258,17.5931
University Heights,-81.5348,41.4948
Chai Nat,100.1283,15.1872
Rokiškis,25.5807,55.9616
Wilton Manors,-80.1395,26.1593
Valadares,-8.6403,41.0997
Aţ Ţūr,33.6167,28.2333
Blackwood,-3.19,51.67
Võru,26.9928,57.8486
Exhall,-1.48,52.47
Tərtər,46.9303,40.3353
Clarkston,-84.2404,33.8117
Glarus,9.0664,47.0331
Caernarfon,-4.27,53.14
Shildon,-1.65,54.63
Tlahualilo de Zaragoza,-103.45,26.1167
Druskininkai,23.9725,54.0206
Kralendijk,-68.2767,12.1508
Cherry Creek,-104.8645,39.6094
Hînceşti,28.5936,46.8258
Nairn,-3.869,57.586
Ermoúpoli,24.9333,37.4504
Lantana,-80.0564,26.5834
Sugarland Run,-77.3762,39.0309
Ahuacatlán,-104.4869,21.0536
Roby,-2.852,53.413
Ntcheu,34.6333,-14.8167
Sîngerei,28.1419,47.6406
Pelham,-73.8064,40.9
Nueva Palmira,-58.408,-33.87
Broadstone,-1.995,50.7605
Murska Sobota,16.1619,46.6586
Bradford-on-Avon,-2.251,51.347
Worsley,-2.3845,53.5093
Chapeltown,-1.466,53.462
Ciudad Tula,-99.72,23.0
Bulgan,103.5408,48.8103
Mariehamn,19.9444,60.0986
Taraclia,28.6689,45.9
Warfield,-0.737,51.442
Utley,-1.91,53.88
Larbert,-3.826,56.0229
Beyləqan,47.6156,39.7692
Patchogue,-73.0185,40.7621
Allington,0.5019,51.2903
Heybridge,0.6897,51.7417
North Merrick,-73.5615,40.6871
Qalāt,66.9069,32.1061
Chuy,-53.45,-33.6833
Batken,70.8194,40.0625
Ayapango,-98.8028,19.1264
Porto Nacional,-48.4199,-10.7
Făleşti,27.7092,47.5736
Xicoténcatl,-98.9447,22.9958
Westwood Lakes,-80.3717,25.7237
Assomada,-23.6654,15.0949
Tottington,-2.339,53.613
Minnehaha,-122.6204,45.6577
Floreşti,28.3014,47.8933
Emeryville,-122.2932,37.8382
Cimişlia,28.7842,46.52
Choix,-108.3219,26.7061
Dinnington,-1.2,53.3667
Tzucacab,-89.0506,20.0708
Anáhuac,-106.7442,28.48
Barwell,-1.3462,52.5682
Tekit,-89.3314,20.5322
Mpigi,32.3136,0.225
Greenhill,1.103,51.36
Robertsport,-11.3686,6.7533
Dundo,20.83,-7.38
Hasbrouck Heights,-74.0741,40.8618
Clayton le Moors,-2.384,53.775
Dowlais,-3.3416,51.7585
Red Bank,-74.0672,40.3481
Oak Hills,-122.8413,45.5403
Saint Peters,1.4191,51.3651
Amatlán de los Reyes,-96.9149,18.8457
Lydney,-2.5285,51.7286
South Miami,-80.2952,25.7079
Llantwit Major,-3.475,51.4062
Sežana,13.85,45.7
Gedling,-1.081,52.975
Đà Nẵng,108.224,16.0748
San José el Viejo,-109.712,23.1226
Rosário,-44.26,-2.94
Sigulda,24.8544,57.1539
Catarman,124.6377,12.4989
Kirkwall,-2.96,58.981
Clawson,-83.1504,42.5367
Ferney-Voltaire,6.1081,46.2558
North Wantagh,-73.5086,40.6983
Berane,19.8694,42.8473
Alum Rock,-121.8241,37.3695
Launceston,-4.354,50.635
Kuldīga,21.97,56.9672
Newman,-121.0211,37.3157
Birtley,-1.577,54.9
Tiptree,0.75,51.81
Ndélé,20.653,8.4091
Fort Liberté,-71.8448,19.6656
Boxley,0.5429,51.3024
Bol,14.7147,13.4586
Tocantinópolis,-47.42,-6.3196
Sidney,-123.3986,48.6506
Higuera de Zaragoza,-109.2833,25.95
Thornhill,-1.6124,53.6622
Alotau,150.4333,-10.3167
View Park-Windsor Hills,-118.3484,33.9955
Mountain Ash,-3.3792,51.6814
Tlatlauquitepec,-97.4953,19.8528
Delčevo,22.7747,41.9661
Saron,19.01,-33.181
La Junta,-107.3317,28.4778
Waipio,-157.9965,21.4143
Yeadon,-75.2527,39.9325
Wallington,-74.1069,40.8535
Sanniquellie,-8.685,7.371
Cam,-2.3667,51.7
Qax,46.9181,41.4194
Home Gardens,-117.5116,33.8784
Sandiacre,-1.291,52.923
River Edge,-74.0387,40.9268
Yuscarán,-86.8667,13.9433
Halachó,-90.0819,20.4764
Signal Hill,-118.1681,33.8029
Ḩadībū,54.0239,12.6519
Richmond Heights,-80.372,25.6347
Weißenthurm,7.4606,50.4144
Leven,-2.9942,56.195
Leavesden Green,-0.3991,51.6967
Glastonbury,-2.714,51.1485
Mahadipur,88.1248,24.8566
Dunbar,-2.5169,56.0027
Narborough,-1.2023,52.5727
Bolton upon Dearne,-1.3148,53.5197
Zacapoaxtla,-97.5833,19.8833
Cullercoats,-1.433,55.033
Yarm,-1.348,54.505
Elektrėnai,24.6612,54.7886
Vanimo,141.3014,-2.6817
Olaine,23.9369,56.7844
Stopsley,-0.396,51.899
Rossmoor,-118.0803,33.7886
Magas,44.8167,43.1667
Coamo,-66.3638,18.0765
Westgate on Sea,1.3381,51.3814
Piedmont,-122.23,37.8226
Great Burstead,0.445,51.604
Guttenberg,-74.0048,40.7927
Summit,-87.8146,41.7877
Rezina,28.9622,47.7492
Loikaw,97.2092,19.6742
Newbold,-1.4461,53.2519
Orange Cove,-119.3188,36.6211
Sundon,-0.47,51.92
Woodchurch,-3.084,53.375
Biltine,20.9167,14.5333
Suffern,-74.1421,41.1138
La Trinidad,120.5903,16.4556
Anenii Noi,29.2308,46.8817
Karuzi,30.163,-3.1
Bedwas,-3.2061,51.5926
Stonehouse,-2.2838,51.7478
Bramley,-1.2648,53.4253
Cocorit,-109.9667,27.5833
Cross Gates,-1.4506,53.8063
Vinica,22.5092,41.8828
Pyle,-3.6953,51.5291
La Riviera,-121.3544,38.5683
Ahumada,-106.5122,30.6186
Northbrook,-84.5796,39.2467
Stainforth,-1.0253,53.5958
Bucksburn,-2.175,57.177
West Auckland,-1.721,54.6318
Marlborough,-1.73,51.42
Maili,-158.1702,21.4134
Citrus,-117.889,34.1161
Izola,13.6604,45.5395
Little Ferry,-74.0388,40.8463
Gowerton,-4.043,51.648
Daşkəsən,46.0828,40.5181
Shifnal,-2.373,52.665
Graçanicë,21.2,42.6
Bela Crkva,21.4172,44.8975
Naranja,-80.4221,25.5164
Darby,-75.2611,39.921
Oban,-5.472,56.412
Kavaratti,72.6369,10.5626
El Higo,-98.45,21.7667
Jõhvi,27.4122,59.3575
Latchford,-2.5645,53.3796
Lansdowne,-75.276,39.9408
Harworth,-1.075,53.417
Guadalupe Yancuictlalpan,-99.4583,19.1831
Al Maḩwīt,43.5453,15.4694
Ada,20.1222,45.8014
Lake Stickney,-122.2596,47.8709
North Lindenhurst,-73.3859,40.7072
Kantunilkín,-87.4833,21.1
Biržai,24.75,56.2
Kirundo,30.1,-2.5833
Haapsalu,23.5369,58.9469
Gorleston-on-Sea,1.7235,52.5757
Penryn,-5.107,50.169
Trat,102.5125,12.2417
Sarnen,8.2469,46.8969
Phangnga,98.5317,8.4644
West Perrine,-80.3639,25.6061
Filadelfia,-60.03,-22.34
Jacinto City,-95.241,29.7663
Santa María Huatulco,-96.3333,15.85
Church,-2.386,53.755
Anstey,-1.1955,52.6715
Ordubad,46.0231,38.9047
Lascano,-54.2078,-33.6731
Wickersley,-1.2792,53.4199
Jurbarkas,22.7714,55.0825
East Whittier,-117.9887,33.9244
Cromer,1.302,52.931
Butha-Buthe,28.2333,-28.7833
Saldus,22.4936,56.6667
Altdorf,8.6394,46.8806
Wistaston,-2.4747,53.0821
Cramond,-3.3007,55.9797
Roatán,-86.519,16.33
Sliema,14.5019,35.9125
Kanjiža,20.05,46.0667
Great Neck,-73.7332,40.8028
Timberlane,-90.0303,29.8781
West Haverstraw,-73.9883,41.2063
Ondjiva,15.7333,-17.0667
Bound Brook,-74.5383,40.5676
Birao,22.7833,10.2837
Kirkham,-2.87,53.782
Buctzotz,-88.7928,21.2017
Radlett,-0.318,51.685
Nisporeni,28.1783,47.0814
Vrnjačka Banja,20.9,43.6167
Godmanchester,-0.1725,52.3176
Clowne,-1.263,53.276
Mojkovac,19.58,42.96
Muyinga,30.3333,-2.85
Lincoln Village,-83.1314,39.9532
Coppull,-2.661,53.62
Del Aire,-118.3693,33.9168
Crieff,-3.8426,56.3757
San Francisco del Mar,-94.515,16.3394
Tarīn Kōṯ,65.8667,32.6333
Hucknall under Huthwaite,-1.301,53.125
Westgate,-80.0989,26.6994
Altar,-111.8353,30.7136
Capitola,-121.9538,36.9772
Castillos,-53.8575,-34.1989
Frampton Cotterell,-2.48,51.54
Whetstone,-1.1799,52.5724
Thrapston,-0.538,52.397
Cacheu,-16.165,12.278
Watervliet,-73.7068,42.7243
Vilkaviškis,23.0333,54.6667
Celestún,-90.4,20.8583
Hopelchén,-89.8453,19.7444
Duntocher,-4.417,55.924
Aintree,-2.9373,53.4793
East Rockaway,-73.6672,40.6432
New Hyde Park,-73.6858,40.7324
Inwood,-73.7507,40.6218
Nueva Ocotepeque,-89.1833,14.4333
Marina del Rey,-118.4486,33.9765
Huningue,7.5831,47.5914
Charter Oak,-117.8564,34.1025
Partington,-2.43,53.42
Novobërdë,21.4333,42.6
Makamba,29.8,-4.1333
Highbridge,-2.973,51.2189
Pembroke,-4.9158,51.676
Tshabong,22.4056,-26.02
Thames Ditton,-0.331,51.389
Brechin,-2.6553,56.7299
Djambala,14.75,-2.55
Keansburg,-74.1316,40.4471
Llantwit Fardre,-3.3341,51.5578
Barrowford,-2.221,53.851
Pedra Badejo,-23.5333,15.1375
Littleborough,-2.098,53.644
Sherburn in Elmet,-1.2331,53.7973
Kundiawa,144.96,-6.023
Dinas Powys,-3.2134,51.4331
Ikeja,3.3421,6.5965
Pájaros,-66.2184,18.3609
Withernsea,0.0382,53.7285
Brookdale,-74.1798,40.8348
Wadsley,-1.52,53.41
Stonegate,-104.8033,39.5356
Wardle,-2.132,53.647
Bois-des-Filion,-73.75,45.6667
Coral Hills,-76.9234,38.8709
Ojo Caliente,-102.684,21.8606
Govan,-4.3083,55.8615
Rožaje,20.1679,42.8442
Aiea,-157.9232,21.3865
Hani i Elezit,21.2992,42.1475
Bladensburg,-76.9263,38.9424
Bauska,24.1875,56.4067
Thyolo,35.1333,-16.0667
Temascal,-96.4031,18.2394
Sabana Grande,-66.9673,18.0821
Kirriemuir,-3.0051,56.6692
Porth,-3.4095,51.6138
Tettenhall,-2.168,52.5983
North Kensington,-77.0723,39.0392
Harlescott,-2.7226,52.7365
Woodlyn,-75.3445,39.8774
Leisure World,-77.0691,39.1023
Rîşcani,27.5536,47.9561
Long Ditton,-0.321,51.385
Sawston,0.1731,52.1247
Dobele,23.2811,56.6258
Wood-Ridge,-74.0878,40.8507
Talsi,22.5889,57.2447
Ashbourne,-1.731,53.016
Las Tablas,-80.2833,7.7667
Kasane,25.1536,-17.7983
Katakwi,33.9661,1.8911
Alcester,-1.876,52.215
Plainedge,-73.477,40.724
Anykščiai,25.1072,55.5344
Evinayong,10.5667,1.45
Žabalj,20.0667,45.3667
Boulder Hill,-88.3353,41.7112
South Amboy,-74.2831,40.4852
Dursley,-2.3543,51.6811
Stepps,-4.1522,55.8908
Lerwick,-1.145,60.155
Sauce,-56.0628,-34.6469
Stans,8.3667,46.9594
Saltburn-by-the-Sea,-0.9732,54.5828
Billinge,-2.7129,53.4932
Dangriga,-88.2167,16.9667
Broughton,-0.5465,53.5638
Inírida,-67.9061,3.854
Ewo,14.8167,-0.8667
Filey,-0.2893,54.2101
Manatuto,126.0167,-8.5167
Odžaci,19.2667,45.5167
Cove,-0.7939,51.2965
Leonia,-73.9899,40.8638
Gizo,156.85,-8.1
Stansted Mountfitchet,0.198,51.898
Farmingdale,-73.4465,40.7328
Wentworthville,150.9678,-33.8233
Stony Brook University,-73.1213,40.9099
Lexden,0.8667,51.8833
Sremski Karlovci,19.9333,45.2
Temozon,-88.2028,20.8042
Gleno,125.4361,-8.7239
Budleigh Salterton,-3.3205,50.6284
Long Ashton,-2.65,51.43
Mokhotlong,29.0656,-29.2885
Cheddar,-2.778,51.279
Pontardawe,-3.851,51.722
Corozal,-88.4,18.4
Gavarr,45.1333,40.3667
Dore,-1.5345,53.3268
North Petherton,-3.013,51.091
Egham,-0.548,51.429
Collingdale,-75.2776,39.9151
Pontardulais,-4.04,51.71
Saynshand,110.1367,44.8917
Joniškis,23.6179,56.2433
Eichwalde,13.6167,52.3667
Frimley,-0.7387,51.3143
August,-121.2625,37.9797
Leona Vicario,-87.2028,20.9922
West Miami,-80.2969,25.7578
New Square,-74.0294,41.141
Glodeni,27.5144,47.7708
Folsom,-75.3287,39.8924
Bécal,-90.0275,20.4414
Great Wakering,0.8165,51.5516
Paide,25.5667,58.8833
Santo Domingo Este,-69.8571,18.4885
Griffithstown,-3.0284,51.6853
Aleg,-13.909,17.058
Littlemore,-1.227,51.72
Swissvale,-79.8858,40.4207
South San Gabriel,-118.0961,34.0489
Prienai,23.9417,54.6333
Audubon,-75.0722,39.8906
Heage,-1.447,53.05
Handforth,-2.216,53.35
Galleywood,0.474,51.697
Seven Corners,-77.1445,38.8658
Greenbriar,-77.397,38.8717
West Athens,-118.3033,33.9235
Harleston,1.2996,52.4024
San Antonino Castillo Velasco,-96.6839,16.8031
Basarabeasca,28.9667,46.3333
Teaoraereke,173.0,1.3333
Zərdab,47.7108,40.2111
Tadcaster,-1.262,53.8852
Great Meols,-3.1553,53.4014
Greymouth,171.2,-42.4667
Varėna,24.5722,54.2111
Malverne,-73.6721,40.6746
Amble,-1.5783,55.3306
Wotton-under-Edge,-2.349,51.638
Paulton,-2.5027,51.3069
Stotfold,-0.228,52.018
Midway City,-117.9849,33.7451
Brokopondo,-55.02,5.0404
Aibonito,-66.2659,18.1398
Kalibo,122.3648,11.7086
Hoylake,-3.18,53.39
Bogota,-74.0293,40.875
Harwood Heights,-87.8057,41.9663
Grandview Heights,-83.0408,39.9793
Puerto San Carlos,-112.1083,24.7894
Sorø,11.5667,55.433
Haledon,-74.1887,40.9363
Dormont,-80.0377,40.3941
Arlesey,-0.2654,52.007
Wincanton,-2.4102,51.0559
Tayoltita,-105.9333,24.0833
Tetbury,-2.158,51.636
Balakən,46.3919,41.7233
Teabo,-89.2844,20.3997
Kelmė,22.9333,55.6333
Yeghegnadzor,45.35,39.7667
Ormesby,-1.1817,54.5492
Hengoed,-3.23,51.65
Ndalatando,14.9167,-9.3
Cheviot,-84.6139,39.1577
Brynmawr,-3.183,51.796
Magor,-2.8312,51.5798
Beočin,19.7203,45.1922
Qobustan,48.9333,40.5333
Soroti,33.6167,1.6833
São Filipe,-24.4955,14.8966
Piste,-88.5886,20.6981
Alondra Park,-118.335,33.8885
Mount Rainier,-76.9645,38.9423
Algodones,-114.7289,32.7153
Port Maria,-76.8903,18.3703
Ludza,27.7211,56.5439
Guadalupe y Calvo,-106.9644,26.095
Garden City Park,-73.6639,40.7436
Nangan,119.9432,26.1598
Broadview Park,-80.2088,26.0979
Malmesbury,-2.098,51.584
North Bay Village,-80.1535,25.8487
Conshohocken,-75.3035,40.0772
Newent,-2.4048,51.9302
Calderitas,-88.2583,18.5544
Panindícuaro,-101.7606,19.9828
Mtskheta,44.7167,41.85
Sokobanja,21.8694,43.6394
Krāslava,27.1644,55.8956
Panabá,-88.2706,21.2964
Juncos,-65.9163,18.2264
Illizi,8.4666,26.4834
Elderslie,-4.4842,55.8306
Caldwell,-74.2776,40.839
Fgura,14.5133,35.8703
San Juan Bautista,-57.15,-26.68
Temple Hills,-76.9495,38.8106
Boyes Hot Springs,-122.4888,38.3126
Maḩmūd-e Rāqī,69.3333,35.0167
Ħamrun,14.4844,35.8847
Aizkraukle,25.255,56.6008
Koboko,30.9599,3.4136
Luquillo,-65.7218,18.3735
Naftalan,46.8192,40.5058
Bentiu,29.8,9.25
Wilson,-75.2407,40.6844
Palo Alto,-101.9667,21.9167
Rio Bravo,-99.482,27.3648
Luba,8.55,3.45
Sheriff Hill,-1.586,54.939
Pinchbeck,-0.1605,52.8147
Chickerell,-2.5047,50.624
Sabana Seca,-66.1809,18.4273
West Samoset,-82.5552,27.4702
Fanwood,-74.3857,40.6417
Baldwin Harbor,-73.6025,40.6296
Xinguara,-49.948,-7.1006
Holtville,-115.378,32.813
Radstock,-2.448,51.293
Arafat,-15.9621,18.0583
Angostura,-108.1622,25.3653
Calumet Park,-87.6578,41.665
Glen Ridge,-74.2043,40.8041
Waterbeach,0.1908,52.2664
Glenside,-75.1517,40.1032
Sen Monorom,107.2,12.45
Brotton,-0.937,54.568
Nombre de Dios,-104.2333,23.85
Gulbene,26.7564,57.175
Gurabo,-65.9786,18.2529
Leova,28.2553,46.4786
Hatboro,-75.1054,40.1775
Tala,-55.7617,-34.3436
Esperanza,-109.9298,27.58
Ruše,15.5153,46.5383
Park City,-87.8915,42.3522
Oğuz,47.4653,41.0714
Hillcrest,-74.035,41.1298
Brayton,-1.0907,53.7682
Briceni,27.085,48.3628
Mongomo,11.3168,1.6287
Goranboy,46.7872,40.61
Ruyigi,30.25,-3.4667
Lerik,48.4153,38.7753
Montpelier,-72.5717,44.2658
Monaghan,-6.9708,54.2479
Līvāni,26.1761,56.3539
Ocniţa,27.4833,48.4167
Frontera Corozal,-90.8903,16.8211
Cwmbach,-3.4128,51.7072
Mobaye,21.1833,4.3167
X-Cán,-87.6681,20.8583
Williston Park,-73.6465,40.7587
Teleneşti,28.3656,47.4997
Limbaži,24.7131,57.5147
Hola,40.03,-1.5
Madona,26.22,56.8542
Chicxulub Puerto,-89.6083,21.2939
Dunellen,-74.4656,40.5903
South Monrovia Island,-117.9958,34.1234
East Franklin,-74.4711,40.4933
Lapovo,21.0973,44.1842
Glenolden,-75.292,39.8996
Nyack,-73.9143,41.0919
Hampstead,-73.6333,45.4833
Donduşeni,27.5853,48.2244
Ştefan Vodă,29.6631,46.5153
Ewa Villages,-158.039,21.3418
Nakasongola,32.4564,1.3089
Daet,122.9553,14.1122
Souderton,-75.3224,40.311
Twin Rivers,-74.4917,40.263
Ridley Park,-75.3251,39.8785
Waikele,-158.0058,21.4025
Great Neck Plaza,-73.7261,40.7869
Berovo,22.8564,41.7078
Orland Hills,-87.8413,41.5905
Virac,124.2374,13.5848
Kratovo,22.175,42.0783
Alūksne,27.0503,57.4239
South Valley Stream,-73.7186,40.6557
Senglea,14.5169,35.8875
Puerto Real,-67.1861,18.0762
Mahibadhoo,72.9689,3.7571
Ajdovščina,13.9052,45.8884
Bački Petrovac,19.5883,45.3564
Yabucoa,-65.8792,18.0469
Farim,-15.2167,12.4833
Criuleni,29.1614,47.2167
Pasvalys,24.4028,56.0611
Eydhafushi,73.0699,5.1038
Diekirch,6.1558,49.8678
Naples Manor,-81.7254,26.0892
Clifton Heights,-75.2958,39.9301
Castroville,-121.7535,36.765
Šalčininkai,25.3806,54.3111
Ikšķile,24.4964,56.8367
Lauderdale-by-the-Sea,-80.0972,26.199
Cedarhurst,-73.7278,40.6252
Folcroft,-75.277,39.8891
Manorhaven,-73.7127,40.8399
Paloma Creek South,-96.9327,33.21
Forest Glen,-77.0445,39.0191
Bayombong,121.1497,16.4812
Notre Dame,-86.2378,41.7014
Tarxien,14.515,35.8658
Preiļi,26.7247,56.2942
Tuckahoe,-73.823,40.953
Mae Hong Son,97.97,19.3011
Jolo,121.0022,6.0522
Puerto Baquerizo Moreno,-89.6092,-0.9025
Bongao,119.7731,5.0292
West View,-80.0333,40.5182
Contra Costa Centre,-122.054,37.9261
Prospect Park,-75.3074,39.8858
Saranap,-122.076,37.8878
Ambler,-75.2215,40.1564
Hewlett,-73.6942,40.6422
Zarasai,26.2472,55.7306
Bronxville,-73.8263,40.9394
Sal Rei,-22.9171,16.176
Jõgeva,26.3956,58.7461
Balvi,27.2667,57.1292
Kingston Estates,-74.9898,39.9188
Kupiškis,24.9667,55.8333
Lakeview,-73.6493,40.6775
Ghanzi,21.65,-21.7
Põlva,27.0556,58.0536
Pleasure Point,-121.9715,36.9618
Ciudad Guzmán,-103.4667,19.7
Cameron Park,-97.4775,25.9705
Fruitridge Pocket,-121.4558,38.5326
Espargos,-22.9453,16.7546
Kennett Square,-75.7113,39.8438
Junik,20.2775,42.4761
Siteki,31.95,-26.45
Schaan,9.5167,47.1667
Viqueque,126.3667,-8.85
Lucea,-78.1736,18.4509
Rapla,24.8011,58.9944
Binghamton University,-75.9684,42.0893
Arroyo,-66.0609,17.9706
Bač,19.2353,45.3886
Ben Arous,10.2217,36.7545
Larchmont,-73.7529,40.9258
Bogdanci,22.5728,41.2031
Kazlų Rūda,23.4865,54.7492
Lielvārde,24.8106,56.7175
District Heights,-76.8885,38.8588
Muramvya,29.6,-3.25
Imsida,14.4828,35.8925
Şoldăneşti,28.7967,47.8153
Appenzell,9.4167,47.3333
Echternach,6.4217,49.8117
Jamesburg,-74.44,40.3494
Ranillug,21.559,42.492
Elsmere,-75.5946,39.7385
Idrija,14.0275,46.0025
Hrastnik,15.0814,46.1461
McKees Rocks,-80.063,40.4688
Charlemagne,-73.4833,45.7167
Naval Academy,-76.488,38.9859
Lorengau,147.2667,-2.0208
Mayflower Village,-118.0096,34.116
Bay Harbor Islands,-80.1335,25.8878
Tevragh Zeina,-15.9885,18.0989
Cutler,-119.2884,36.5263
Santa Venera,14.4742,35.8908
White City,-111.8636,40.5666
Širvintos,24.9694,55.0361
Penn Wynne,-75.2715,39.9867
Mamushë,20.7167,42.3167
Fulin,102.7167,29.35
Mount Carmel,-76.4121,40.7959
South Tucson,-110.9692,32.1955
Lewisburg,-76.8901,40.9642
Gospić,15.3744,44.5469
Sisimiut,-53.6722,66.9389
Sharon Hill,-75.2678,39.9075
Media,-75.3888,39.9198
Kerema,145.838,-7.927
Surfside,-80.125,25.8787
Twin Lakes,-121.9896,36.9646
Skuodas,21.5333,56.2667
Pietà,14.495,35.8947
Ta’ Xbiex,14.4944,35.8992
Rochelle Park,-74.0791,40.9069
Molėtai,25.4167,55.2333
Partesh,21.4336,42.4019
Salavan,106.4167,15.7167
Deer Park,-84.3977,39.2039
Kruševo,21.2483,41.37
Belmar,-74.0255,40.1798
Caazapá,-56.38,-26.2
Añasco,-67.1411,18.286
Palm Springs North,-80.3339,25.9351
Thaba-Tseka,28.6,-29.5333
Shaw Heights,-105.039,39.8566
Waipio Acres,-158.0173,21.4689
Qal‘ah-ye Now,63.12,34.99
Tara Hills,-122.3188,37.9939
Šakiai,23.0444,54.9556
Kaser,-74.0686,41.1214
L’Epiphanie,-73.4833,45.85
Kalangala,32.225,-0.3089
Outapi,14.9856,-17.5028
South Highpoint,-82.7162,27.9086
Palé,5.6322,-1.4043
Smiltene,25.9064,57.4242
Shillington,-75.967,40.3029
Bret Harte,-121.0045,37.6021
Ros Comáin,-8.1833,53.6333
Campanilla,-66.2382,18.4229
Broadmoor,-122.4811,37.6914
Albina,-54.05,5.5
Albertson,-73.6482,40.7715
Peñuelas,-66.7206,18.0595
Gżira,14.4881,35.9058
Wangdue Phodrang,89.9167,27.4333
Pine Manor,-81.8775,26.5727
Friendship Heights Village,-77.09,38.9633
Highwood,-87.8128,42.206
Naguabo,-65.737,18.2116
Manouba,10.0956,36.8101
West Loch Estate,-158.0246,21.3617
Kanifing,-16.6744,13.4464
Liquiçá,125.3273,-8.5935
Turtle Creek,-79.8214,40.4085
Šilalė,22.1778,55.4917
Gədəbəy,45.8161,40.5656
Kenneth City,-82.7162,27.8155
Mayfair,-119.7612,36.7693
Ilulissat,-51.1,69.2167
Montréal-Ouest,-73.6472,45.4536
Mechanicville,-73.6895,42.9037
Punta Gorda,-88.8,16.1
Punakha,89.8667,27.6167
Aībak,68.0394,36.2534
Bled,14.1167,46.3667
Opuwo,13.84,-18.0607
Kiambu,36.8356,-1.1714
Nieuw Amsterdam,-55.07,5.91
Bolama,-15.4742,11.5776
Irig,19.8583,45.1011
Puerto Lempira,-83.7744,15.2653
Mauren,9.5428,47.2197
Klaksvík,-6.539,62.2375
Bururi,29.6167,-3.9333
Ta Khmau,104.95,11.4833
Čoka,20.1394,45.9389
Béni Mellal,-6.3498,32.3373
Hưng Yên,106.0511,20.6464
Pakruojis,23.8551,55.9809
Bradford,-1.75,53.8
Valka,26.0214,57.7753
Bueng Kan,103.6552,18.3669
San Ġwann,14.4761,35.9056
Rumphi,33.7722,-11.0153
Dravograd,15.018,46.59
Valandovo,22.5611,41.3169
Švenčionys,26.1556,55.1333
Trakai,24.9333,54.6333
Remich,6.3667,49.5444
Isulan,124.6051,6.6294
Black River,-77.8487,18.0264
Tecax,-89.2881,20.2019
Aizpute,21.6017,56.7211
Calheta de São Miguel,-23.5917,15.1875
Bensonville,-10.6097,6.4456
Al ‘Azīzīyah,13.0211,32.5308
Boac,121.84,13.4463
Grevenmacher,6.4419,49.6747
Kalvarija,23.2281,54.4147
San Ġiljan,14.4898,35.9184
Gornja Radgona,15.9883,46.681
Tubod,123.7904,8.0555
Mamburao,120.596,13.2233
Wabag,143.7,-5.4833
Baldone,24.3908,56.7425
Lazdijai,23.517,54.2319
Ağdam,46.9167,39.9833
Kärdla,22.75,58.9944
Nabunturan,125.9629,7.6029
Bugiri,33.7417,0.5714
Kaberamaido,33.1594,1.7389
Malita,125.6117,6.415
Makedonski Brod,21.2153,41.5133
Janjanbureh,-14.767,13.551
Cankuzo,30.5528,-3.2194
Moroto,34.64,2.5403
Gambēla,34.5833,8.25
Massenya,16.17,11.4028
Kandava,22.7761,57.0364
Grobiņa,21.1656,56.5358
Vittoriosa,14.5183,35.8922
Ankaran,13.7379,45.5793
Balzan,14.455,35.9003
